ProbeId,GSM2808875,GSM2808876,GSM2808877,GSM2808878,GSM2808879,GSM2808880,GSM2808881,GSM2808882,GSM2808883,GSM2808884,GSM2808885,GSM2808886,GSM2808887,GSM2808888,GSM2808889,GSM2808890,GSM2808891,GSM2808892,GSM2808893,GSM2808894,GSM2808895,GSM2808896,GSM2808897,GSM2808898,GSM2808899,GSM2808900,GSM2808901,GSM2808902,GSM2808903,GSM2808904,GSM2808905,GSM2808906,GSM2808907,GSM2808908,GSM2808909,GSM2808910,GSM2808911,GSM2808912,GSM2808913,GSM2808914,GSM2808915,GSM2808916,GSM2808917,GSM2808918,GSM2808919,GSM2808920,GSM2808921,GSM2808922,GSM2808923,GSM2808924,GSM2808925,GSM2808926,GSM2808927,GSM2808928,GSM2808929,GSM2808930,GSM2808931,GSM2808932,GSM2808933,GSM2808934,GSM2808935,GSM2808936,GSM2808937,GSM2808938,GSM2808939,GSM2808940,GSM2808941,GSM2808942,GSM2808943,GSM2808944,GSM2808945,GSM2808946,GSM2808947,GSM2808948,GSM2808949,GSM2808950,GSM2808951,GSM2808952,GSM2808953,GSM2808954,GSM2808955,GSM2808956,GSM2808957,GSM2808958,GSM2808959,GSM2808960,GSM2808961,GSM2808962,GSM2808963,GSM2808964,GSM2808965,GSM2808966,GSM2808967,GSM2808968,GSM2808969,GSM2808970,GSM2808971,GSM2808972,GSM2808973,GSM2808974,GSM2808975,GSM2808976,GSM2808977,GSM2808978,GSM2808979,GSM2808980,GSM2808981,GSM2808982,GSM2808983,GSM2808984,GSM2808985,GSM2808986,GSM2808987,GSM2808988,GSM2808989,GSM2808990,GSM2808991,GSM2808992,GSM2808993,GSM2808994,GSM2808995,GSM2808996,GSM2808997,GSM2808998,GSM2808999,GSM2809000,GSM2809001,GSM2809002,GSM2809003,GSM2809004,GSM2809005,GSM2809006,GSM2809007,GSM2809008,GSM2809009,GSM2809010,GSM2809011,GSM2809012,GSM2809013,GSM2809014,GSM2809015,GSM2809016,GSM2809017,GSM2809018,GSM2809019,GSM2809020,GSM2809021,GSM2809022,GSM2809023,GSM2809024,GSM2809025,GSM2809026,GSM2809027,GSM2809028,GSM2809029,GSM2809030,GSM2809031,GSM2809032,GSM2809033,GSM2809034,GSM2809035,GSM2809036,GSM2809037,GSM2809038,GSM2809039,GSM2809040,GSM2809041,GSM2809042,GSM2809043,GSM2809044,GSM2809045,GSM2809046,GSM2809047,GSM2809048,GSM2809049,GSM2809050,GSM2809051,GSM2809052,GSM2809053,GSM2809054,GSM2809055,GSM2809056,GSM2809057,GSM2809058,GSM2809059,GSM2809060,GSM2809061,GSM2809062,GSM2809063,GSM2809064
cg14085358,0.24661,0.33465,0.24309,0.30635,0.2242,0.31841,0.2292,0.27751,0.38142,0.49213,0.18954,0.1953,0.30526,0.42025,0.2325,0.3164,0.28309,0.35617,0.26189,0.29532,0.18237,0.28813,0.21039,0.31326,0.22062,0.32338,0.14011,0.22366,0.20869,0.36797,0.1877,0.25887,0.19207,0.24432,0.21594,0.32001,0.19885,0.27639,0.1629,0.30031,0.20002,0.27751,0.16762,0.24109,0.18324,0.25637,0.19066,0.25131,0.2036,0.2543,0.22978,0.34489,0.21689,0.33364,0.21073,0.24518,0.22397,0.30842,0.20307,0.34357,0.19724,0.35159,0.27656,0.21218,0.28042,0.25718,0.28954,0.25355,0.23552,0.24399,0.36408,0.25311,0.2927,0.27599,0.30566,0.24338,0.25368,0.33388,0.30248,0.24077,0.26371,0.24745,0.24862,0.26139,0.29065,0.28176,0.26023,0.25093,0.33864,0.29277,0.26472,0.29286,0.23682,0.28274,0.24139,0.27873,0.25332,0.23595,0.27776,0.26301,0.26846,0.22966,0.2926,0.28946,0.23965,0.43582,0.24124,0.24656,0.21732,0.30817,0.2463,0.31901,0.31077,0.28221,0.32745,0.32301,0.29215,0.23603,0.31762,0.2518,0.31378,0.25673,0.30835,0.29628,0.36174,0.26761,0.28299,0.21203,0.32653,0.27512,0.24059,0.29822,0.26656,0.21048,0.35407,0.30946,0.27289,0.2387,0.30317,0.2076,0.23751,0.28655,0.30485,0.24819,0.25971,0.24935,0.20807,0.28558,0.25304,0.29852,0.225,0.23099,0.2784,0.28168,0.27233,0.27955,0.24777,0.26995,0.22466,0.25636,0.2228,0.24442,0.25504,0.25345,0.26373,0.25868,0.3087,0.35368,0.28194,0.3919,0.25343,0.23573,0.23072,0.27477,0.2543,0.31187,0.27951,0.24182,0.3227,0.28139,0.25727,0.19509,0.27054,0.24643,0.25506,0.22829,0.28542,0.24701,0.29471,0.26653
cg01734628,0.76695,0.70061,0.75184,0.68534,0.75789,0.70085,0.75912,0.73751,0.74471,0.66296,0.753,0.69505,0.74407,0.68113,0.73717,0.70988,0.75721,0.66728,0.70988,0.71152,0.75662,0.67927,0.75832,0.70157,0.76786,0.69493,0.7301,0.66785,0.75015,0.71334,0.74321,0.63407,0.72431,0.70344,0.80383,0.73456,0.81499,0.68126,0.78199,0.73264,0.78356,0.72445,0.7972,0.73015,0.77526,0.65204,0.77279,0.72845,0.80901,0.76352,0.77568,0.72142,0.79588,0.72245,0.74226,0.6889,0.76811,0.70043,0.74779,0.72508,0.79239,0.74633,0.778,0.79725,0.80234,0.77002,0.84327,0.80056,0.78777,0.78047,0.7669,0.77317,0.71449,0.78477,0.75096,0.76165,0.77218,0.80754,0.73834,0.7674,0.81313,0.77098,0.7288,0.71409,0.76548,0.73792,0.79056,0.82579,0.73685,0.77922,0.78272,0.75091,0.70963,0.818,0.77367,0.77973,0.82707,0.80102,0.77081,0.71973,0.80336,0.75808,0.7944,0.82491,0.79372,0.81662,0.80588,0.77497,0.77749,0.79122,0.74504,0.70366,0.76634,0.7987,0.77422,0.746,0.77685,0.7777,0.81197,0.77775,0.7473,0.76506,0.78879,0.80681,0.83349,0.78646,0.81196,0.72853,0.77344,0.75814,0.74284,0.74669,0.76928,0.77782,0.76625,0.78336,0.77956,0.82728,0.79153,0.80137,0.7788,0.79267,0.7557,0.8,0.82358,0.69153,0.74873,0.76593,0.78137,0.79933,0.7848,0.75523,0.77228,0.73853,0.83048,0.78885,0.79801,0.7719,0.76831,0.74619,0.80462,0.77365,0.76661,0.76173,0.73941,0.78625,0.75041,0.77846,0.75904,0.77107,0.76285,0.78049,0.77148,0.71693,0.75004,0.7807,0.772,0.81776,0.75211,0.82071,0.83429,0.78917,0.75914,0.79857,0.78708,0.78845,0.77186,0.735,0.79141,0.78067
cg02853358,0.86471,0.78434,0.86707,0.77905,0.84253,0.79051,0.88172,0.78767,0.84847,0.80192,0.85368,0.79465,0.87933,0.81533,0.87678,0.83237,0.87057,0.82614,0.81379,0.78575,0.86706,0.78406,0.87803,0.78721,0.91665,0.79181,0.86125,0.79092,0.86257,0.79192,0.89191,0.74848,0.88253,0.77623,0.91623,0.8321,0.93929,0.81501,0.91452,0.84024,0.94248,0.82546,0.93964,0.84339,0.92702,0.82999,0.90398,0.84378,0.91526,0.84718,0.91551,0.82017,0.90132,0.84869,0.90463,0.8091,0.89176,0.83028,0.9233,0.82426,0.91059,0.81119,0.9001,0.8288,0.84896,0.89032,0.86648,0.83325,0.87611,0.88873,0.80391,0.85407,0.8682,0.86966,0.85642,0.86834,0.85182,0.88858,0.84551,0.84666,0.87894,0.88473,0.82673,0.84995,0.8816,0.86388,0.86124,0.88754,0.83337,0.85078,0.8302,0.88358,0.8752,0.86512,0.83139,0.86125,0.89747,0.8634,0.87761,0.86754,0.87162,0.85405,0.86132,0.87886,0.88175,0.86496,0.86384,0.86462,0.88872,0.88297,0.84853,0.80806,0.88523,0.88469,0.86987,0.84559,0.85608,0.87791,0.85897,0.84133,0.83842,0.86551,0.85493,0.84076,0.87216,0.81612,0.87846,0.84991,0.84625,0.88347,0.87712,0.82022,0.86042,0.83655,0.82002,0.84563,0.89913,0.83977,0.85012,0.85624,0.83959,0.81646,0.87557,0.88478,0.86266,0.86831,0.82927,0.84914,0.84367,0.87383,0.8764,0.85661,0.85086,0.85276,0.91649,0.84991,0.85268,0.84839,0.8431,0.87879,0.90945,0.85273,0.89488,0.84936,0.81813,0.8405,0.85269,0.86956,0.86614,0.83332,0.85816,0.8547,0.8651,0.8493,0.87374,0.84304,0.88031,0.87211,0.86948,0.89306,0.8317,0.84777,0.88153,0.84526,0.84058,0.84739,0.80245,0.894,0.85629,0.86007
cg01477361,0.86532,0.65787,0.86893,0.7203,0.84494,0.66788,0.88689,0.71852,0.90509,0.76402,0.85059,0.67272,0.89777,0.7029,0.92894,0.68085,0.85094,0.70612,0.81387,0.65248,0.92373,0.749,0.89412,0.7894,0.9307,0.7545,0.8785,0.6757,0.86673,0.84404,0.95529,0.76333,0.87314,0.65389,0.92256,0.81411,0.91464,0.83088,0.88464,0.6283,0.89977,0.78446,0.89937,0.71924,0.91313,0.71561,0.91767,0.7528,0.92431,0.77907,0.93715,0.67114,0.90801,0.77208,0.89855,0.82615,0.89263,0.70292,0.914,0.75345,0.87378,0.65349,0.81496,0.73538,0.82341,0.81836,0.71654,0.73284,0.78957,0.82666,0.77109,0.76423,0.81387,0.74333,0.73777,0.71581,0.79519,0.79928,0.76749,0.76662,0.76669,0.75725,0.75439,0.79193,0.71379,0.73257,0.70561,0.75232,0.72616,0.80496,0.81721,0.78896,0.80244,0.83267,0.86904,0.79508,0.81833,0.74713,0.83241,0.78176,0.77473,0.75547,0.81839,0.82463,0.78833,0.77959,0.72661,0.82923,0.8197,0.79246,0.81657,0.7866,0.77599,0.76709,0.73843,0.82099,0.75113,0.85156,0.73693,0.76101,0.72657,0.79475,0.80346,0.81903,0.82098,0.769,0.78747,0.73854,0.75679,0.79185,0.79784,0.77438,0.73536,0.78722,0.77406,0.77208,0.76731,0.78643,0.78256,0.80615,0.80644,0.77112,0.83075,0.74212,0.71131,0.75119,0.80258,0.79457,0.79869,0.72156,0.72714,0.78971,0.75049,0.79495,0.70225,0.72079,0.75407,0.78136,0.82678,0.81086,0.82995,0.73062,0.76072,0.71878,0.81547,0.72484,0.8088,0.7709,0.75683,0.70915,0.76946,0.76455,0.73972,0.74475,0.80067,0.76411,0.76914,0.77619,0.73382,0.77236,0.78638,0.78007,0.87051,0.72266,0.81714,0.84011,0.77544,0.76091,0.7436,0.6863
cg16674248,0.87232,0.68749,0.89167,0.70488,0.85347,0.66957,0.89574,0.69026,0.92753,0.74799,0.91052,0.63675,0.90527,0.68234,0.89086,0.65567,0.88136,0.69385,0.89252,0.73163,0.90655,0.82396,0.91333,0.75194,0.92548,0.77985,0.88866,0.70925,0.91579,0.86274,0.95048,0.72249,0.90615,0.68217,0.96806,0.84432,0.96429,0.82569,0.93482,0.75205,0.96376,0.78697,0.96432,0.76479,0.92798,0.70571,0.94046,0.78109,0.92997,0.72857,0.93891,0.71409,0.92351,0.73408,0.93347,0.8308,0.93089,0.79663,0.9177,0.76709,0.93942,0.73858,0.85764,0.87396,0.82798,0.85827,0.86323,0.84192,0.85891,0.88108,0.67564,0.83469,0.86498,0.92295,0.82428,0.82449,0.78079,0.82215,0.83149,0.8279,0.86056,0.81009,0.80422,0.82295,0.82254,0.89857,0.79985,0.83742,0.77618,0.86132,0.84643,0.84359,0.86821,0.82736,0.88027,0.81048,0.87758,0.82055,0.84022,0.84183,0.82572,0.84541,0.82894,0.88526,0.83237,0.86092,0.84329,0.87129,0.84997,0.84424,0.85188,0.83566,0.86456,0.88639,0.86473,0.84,0.86016,0.84414,0.89009,0.79924,0.82948,0.85463,0.86024,0.83976,0.81616,0.84786,0.88095,0.84888,0.82102,0.8753,0.91402,0.83186,0.85637,0.87036,0.8345,0.85544,0.88421,0.89928,0.79814,0.80863,0.84564,0.85297,0.88106,0.78692,0.83781,0.83443,0.81077,0.80345,0.84553,0.84029,0.84217,0.84689,0.8556,0.86231,0.88694,0.81096,0.84145,0.82886,0.84801,0.85435,0.93493,0.79882,0.84387,0.75819,0.82897,0.83196,0.81627,0.82423,0.84543,0.8275,0.82827,0.81876,0.86979,0.85463,0.89995,0.89381,0.88872,0.882,0.87069,0.89961,0.83346,0.84898,0.88302,0.77646,0.85611,0.88369,0.88581,0.86656,0.86515,0.84571
cg13523449,0.89177,0.9012,0.88784,0.89084,0.90182,0.88794,0.90891,0.91094,0.90256,0.89975,0.92902,0.91544,0.88081,0.88842,0.9017,0.89681,0.90698,0.89377,0.94368,0.8944,0.92484,0.91784,0.91018,0.88691,0.92168,0.87901,0.9326,0.90738,0.9084,0.88409,0.94525,0.87866,0.88649,0.88616,0.94047,0.90716,0.92473,0.92677,0.93704,0.92051,0.92342,0.93808,0.93792,0.93201,0.9109,0.90778,0.89776,0.90896,0.89955,0.89478,0.92214,0.90585,0.91094,0.912,0.9056,0.91252,0.93313,0.93584,0.92061,0.9196,0.92305,0.91346,0.94007,0.96569,0.9456,0.91832,0.88432,0.89798,0.89642,0.9319,0.93007,0.93311,0.90129,0.93088,0.93172,0.90488,0.91632,0.90823,0.92044,0.95121,0.96776,0.91456,0.94589,0.89098,0.94551,0.95743,0.91359,0.95546,0.91678,0.97055,0.91512,0.90453,0.90204,0.94101,0.94741,0.92537,0.95158,0.9284,0.92879,0.90186,0.94471,0.93024,0.95422,0.93526,0.91793,0.92564,0.87556,0.93737,0.92946,0.92099,0.96418,0.92442,0.95102,0.94533,0.92275,0.92492,0.95068,0.90665,0.93335,0.93421,0.92472,0.94143,0.91005,0.93325,0.91097,0.90816,0.91751,0.93492,0.92396,0.88627,0.90403,0.93438,0.91615,0.93187,0.90512,0.93709,0.92258,0.88369,0.91211,0.9097,0.90124,0.90231,0.91282,0.94588,0.88304,0.97029,0.86471,0.90351,0.92401,0.91666,0.91754,0.89704,0.92216,0.91197,0.91878,0.91476,0.9653,0.9413,0.92912,0.94938,0.93636,0.93044,0.90878,0.92907,0.92843,0.93193,0.95238,0.91965,0.921,0.92288,0.9474,0.91752,0.93429,0.94667,0.91297,0.93313,0.90893,0.95267,0.93868,0.96064,0.9484,0.89463,0.8913,0.94973,0.94477,0.92378,0.91855,0.88948,0.96704,0.96385
cg05091921,0.76244,0.80479,0.77244,0.83851,0.76849,0.83229,0.78698,0.81227,0.79552,0.85586,0.8221,0.83939,0.7498,0.83763,0.76029,0.84565,0.78256,0.82408,0.76077,0.83388,0.75192,0.84624,0.76894,0.8281,0.80387,0.86107,0.77848,0.81907,0.78142,0.84958,0.79256,0.81795,0.74886,0.83535,0.80945,0.86371,0.82577,0.87547,0.83384,0.87282,0.82907,0.88262,0.81334,0.88431,0.80514,0.8572,0.83116,0.86934,0.82698,0.88089,0.8263,0.87041,0.79824,0.86717,0.81564,0.86469,0.80891,0.86281,0.8086,0.87861,0.82213,0.85939,0.86864,0.87645,0.88386,0.89505,0.91378,0.91227,0.87569,0.86943,0.85983,0.85924,0.87467,0.89473,0.86185,0.86069,0.8766,0.85172,0.85934,0.8954,0.86302,0.88439,0.86478,0.86265,0.86193,0.88616,0.87814,0.87573,0.86702,0.87724,0.87621,0.8725,0.86645,0.86849,0.84114,0.86317,0.86896,0.87944,0.87348,0.87866,0.87274,0.87487,0.85669,0.8684,0.85986,0.87813,0.86761,0.86694,0.88293,0.85499,0.85446,0.86099,0.89933,0.85883,0.87658,0.89813,0.88045,0.88199,0.89161,0.86344,0.8442,0.88138,0.86875,0.89289,0.88441,0.89152,0.87347,0.86939,0.89001,0.89818,0.92468,0.86705,0.87043,0.88213,0.89798,0.87278,0.93998,0.88104,0.87998,0.87302,0.88427,0.89322,0.87739,0.8622,0.84881,0.86161,0.87169,0.85001,0.87729,0.87568,0.90274,0.86045,0.8849,0.87044,0.91431,0.87766,0.89038,0.87114,0.87106,0.86305,0.93737,0.87005,0.87652,0.88835,0.86912,0.87214,0.85579,0.86605,0.85801,0.86758,0.8628,0.86539,0.87022,0.88794,0.86071,0.8933,0.87148,0.88265,0.88238,0.88426,0.8235,0.85396,0.83987,0.86148,0.86543,0.8947,0.86946,0.87863,0.89254,0.87834
cg00713066,0.86039,0.86682,0.86628,0.87458,0.88974,0.86831,0.86733,0.82803,0.8946,0.86679,0.83878,0.89477,0.8773,0.87303,0.85041,0.89533,0.90344,0.89883,0.89356,0.86084,0.86015,0.87814,0.88125,0.88,0.90319,0.90382,0.84939,0.87722,0.89265,0.90409,0.8954,0.86525,0.87943,0.88885,0.89917,0.90362,0.87826,0.89113,0.89021,0.92755,0.8794,0.90065,0.89193,0.89051,0.87844,0.90573,0.89106,0.91198,0.91474,0.88671,0.927,0.90575,0.90889,0.89404,0.87476,0.92618,0.85101,0.90986,0.86269,0.9001,0.91656,0.89483,0.92315,0.90441,0.91091,0.89087,0.93511,0.89656,0.91436,0.91262,0.8885,0.9221,0.91944,0.93443,0.9232,0.89291,0.88365,0.91097,0.9078,0.90412,0.93825,0.91763,0.91174,0.91121,0.92286,0.90902,0.92381,0.9178,0.92852,0.92383,0.92393,0.91797,0.93867,0.89224,0.92008,0.91579,0.93487,0.88128,0.92781,0.96737,0.91124,0.91072,0.93264,0.91607,0.93694,0.90042,0.9176,0.91707,0.89672,0.89513,0.91102,0.90278,0.92478,0.90784,0.92097,0.91445,0.9265,0.93626,0.92656,0.92623,0.91461,0.94464,0.91006,0.90818,0.9038,0.9282,0.9039,0.92045,0.92462,0.87981,0.94294,0.9131,0.89846,0.92014,0.91249,0.89845,0.93794,0.92591,0.92589,0.90741,0.92717,0.90998,0.95783,0.93319,0.93254,0.9156,0.92524,0.89888,0.92601,0.89445,0.89203,0.88657,0.91093,0.89852,0.93884,0.89863,0.89865,0.92054,0.90476,0.92947,0.9608,0.91218,0.8959,0.90193,0.9071,0.91574,0.94345,0.91465,0.93524,0.90436,0.92456,0.91442,0.94682,0.91485,0.94416,0.92023,0.9051,0.92825,0.93649,0.92955,0.87603,0.91079,0.91235,0.89718,0.91243,0.90999,0.87971,0.92041,0.91679,0.90609
cg04274990,0.62313,0.75403,0.61548,0.79385,0.6202,0.78597,0.56438,0.75121,0.6391,0.83017,0.49277,0.82586,0.71449,0.83046,0.51734,0.78592,0.65497,0.76992,0.64087,0.80908,0.56422,0.81325,0.6099,0.78734,0.65629,0.84659,0.62327,0.83459,0.64967,0.80471,0.62536,0.81096,0.60284,0.8367,0.64745,0.83071,0.6579,0.84456,0.66884,0.86992,0.60713,0.83584,0.6379,0.84797,0.56415,0.87288,0.61444,0.8465,0.68916,0.82183,0.62011,0.83225,0.68213,0.86069,0.70574,0.858,0.67811,0.84032,0.56314,0.82218,0.63311,0.85371,0.78944,0.77044,0.76439,0.77364,0.77798,0.76729,0.77831,0.76788,0.78893,0.76872,0.78645,0.74885,0.78498,0.76321,0.79012,0.75333,0.81102,0.80406,0.82099,0.8451,0.77615,0.80888,0.80139,0.64663,0.80656,0.81442,0.80715,0.79054,0.83558,0.77844,0.78822,0.83294,0.75735,0.78573,0.80558,0.81298,0.75715,0.84109,0.79375,0.78694,0.82594,0.7181,0.78731,0.83857,0.82878,0.76118,0.81986,0.74416,0.80576,0.77527,0.83977,0.84354,0.7874,0.80797,0.79296,0.74522,0.76924,0.76251,0.80968,0.76184,0.80636,0.83105,0.82608,0.72734,0.74496,0.76666,0.71445,0.82489,0.73779,0.78481,0.75309,0.74029,0.7829,0.77345,0.75019,0.75376,0.74232,0.75913,0.79147,0.81951,0.82864,0.80494,0.77542,0.76769,0.80981,0.76348,0.79294,0.75193,0.82617,0.7812,0.78579,0.78093,0.73685,0.80439,0.76746,0.80088,0.58802,0.68824,0.73847,0.754,0.72376,0.84466,0.78446,0.78985,0.75519,0.75257,0.73653,0.79029,0.74482,0.79946,0.74634,0.72873,0.74767,0.80521,0.77773,0.78916,0.79265,0.72955,0.73066,0.83557,0.68371,0.71359,0.75756,0.78144,0.77419,0.75022,0.7424,0.79321
cg05715828,0.1689,0.42916,0.1909,0.43227,0.22045,0.40815,0.17323,0.34234,0.19979,0.37932,0.25462,0.47063,0.11247,0.32773,0.15502,0.41875,0.21127,0.44779,0.25202,0.4018,0.14001,0.45099,0.15731,0.42966,0.12878,0.45743,0.14575,0.41836,0.17296,0.48251,0.093402,0.42709,0.13182,0.44217,0.13156,0.50767,0.12949,0.50325,0.14817,0.44087,0.16605,0.45861,0.087808,0.50705,0.15276,0.42055,0.17296,0.44325,0.18606,0.48062,0.15469,0.44168,0.13586,0.40696,0.19949,0.46985,0.27294,0.52196,0.1362,0.38996,0.14358,0.41398,0.37455,0.41374,0.39245,0.40068,0.44072,0.40827,0.45205,0.35031,0.50927,0.41166,0.36388,0.42181,0.41488,0.46708,0.45089,0.37473,0.53524,0.41037,0.49027,0.48916,0.3729,0.47436,0.43624,0.32654,0.47442,0.40089,0.46633,0.45746,0.43473,0.39745,0.47654,0.41545,0.38652,0.43503,0.32978,0.4382,0.40177,0.41792,0.419,0.45795,0.42589,0.38979,0.36285,0.43544,0.43045,0.39218,0.43962,0.3738,0.36939,0.48693,0.45285,0.44357,0.4121,0.49572,0.43357,0.41577,0.40116,0.39331,0.37581,0.52333,0.43133,0.51035,0.45611,0.42887,0.39032,0.40002,0.35987,0.4706,0.36797,0.34018,0.37511,0.3947,0.44527,0.41627,0.4236,0.38736,0.39913,0.39931,0.40792,0.49475,0.48748,0.38985,0.46944,0.43091,0.39814,0.4417,0.45024,0.43231,0.45038,0.42181,0.40428,0.40919,0.35218,0.44138,0.35784,0.38391,0.31396,0.34822,0.29077,0.38219,0.37984,0.35506,0.41734,0.44786,0.37936,0.37203,0.37588,0.41839,0.34808,0.391,0.38214,0.4264,0.31152,0.43309,0.35208,0.38862,0.41572,0.37595,0.42575,0.49503,0.32128,0.3951,0.30887,0.43331,0.44146,0.36411,0.37837,0.45126
cg20673841,0.53873,0.51242,0.59215,0.51053,0.54441,0.50821,0.54906,0.5222,0.50325,0.55314,0.56421,0.5422,0.55096,0.50127,0.51324,0.49985,0.56582,0.49044,0.51643,0.55587,0.68843,0.62747,0.56737,0.45951,0.63121,0.54513,0.57571,0.59165,0.69975,0.537,0.71127,0.49308,0.56262,0.49538,0.75639,0.61954,0.63128,0.57373,0.59908,0.57536,0.66833,0.5808,0.62779,0.54224,0.53169,0.54309,0.62075,0.55847,0.67575,0.5189,0.64729,0.55601,0.60819,0.55406,0.63247,0.59853,0.59035,0.55746,0.7088,0.59604,0.7418,0.60735,0.71845,0.54467,0.69759,0.56915,0.59996,0.52084,0.66025,0.65684,0.56696,0.61255,0.65566,0.55557,0.62858,0.63163,0.53234,0.55057,0.66236,0.62822,0.60288,0.59521,0.57314,0.59099,0.56891,0.52319,0.60817,0.70479,0.58202,0.58262,0.5844,0.49172,0.57241,0.59566,0.52828,0.53325,0.6269,0.548,0.56078,0.64275,0.5611,0.58227,0.52948,0.50998,0.56351,0.57127,0.55151,0.56731,0.54726,0.68919,0.59611,0.56368,0.66007,0.68567,0.64403,0.61005,0.76265,0.54328,0.69486,0.58015,0.67545,0.58579,0.54615,0.47107,0.77158,0.60547,0.64271,0.55282,0.75283,0.60782,0.59315,0.54045,0.60737,0.59346,0.74921,0.59854,0.5303,0.5318,0.61046,0.54149,0.54034,0.54912,0.58798,0.62299,0.60111,0.53877,0.5651,0.59042,0.48817,0.56735,0.6568,0.67255,0.56141,0.54773,0.6093,0.64035,0.5842,0.63491,0.49326,0.49134,0.5324,0.475,0.60585,0.55646,0.5382,0.54905,0.57833,0.5804,0.55528,0.57326,0.51371,0.69834,0.61729,0.64522,0.68345,0.6099,0.58372,0.64932,0.60554,0.70029,0.66016,0.63822,0.62452,0.51223,0.66482,0.51849,0.5909,0.63198,0.69802,0.59954
cg26217588,0.87064,0.7435,0.88204,0.75496,0.85168,0.71037,0.9036,0.72965,0.89501,0.74046,0.88604,0.7204,0.88429,0.7048,0.90762,0.75089,0.8623,0.72417,0.85652,0.74466,0.90154,0.70896,0.87818,0.68117,0.91193,0.70793,0.87394,0.7066,0.90339,0.68976,0.91654,0.69778,0.90369,0.6911,0.92706,0.75909,0.92917,0.73045,0.91444,0.72112,0.91963,0.71433,0.92619,0.75138,0.91272,0.71128,0.92487,0.7651,0.90116,0.74109,0.93272,0.72785,0.89553,0.73108,0.90567,0.72918,0.87223,0.73148,0.91717,0.69348,0.91415,0.6987,0.82648,0.74204,0.75525,0.74722,0.77586,0.71904,0.77483,0.82787,0.70973,0.77074,0.78642,0.78761,0.76614,0.78719,0.72468,0.84397,0.7647,0.74659,0.82793,0.79305,0.74216,0.74125,0.77783,0.77477,0.76709,0.80515,0.76023,0.79339,0.7595,0.79117,0.78319,0.80567,0.80363,0.76968,0.84985,0.81593,0.81302,0.75453,0.7894,0.78458,0.79523,0.82312,0.77154,0.79812,0.81081,0.79271,0.75914,0.84416,0.78491,0.77321,0.77046,0.80917,0.78749,0.78231,0.80913,0.74702,0.82184,0.76754,0.78168,0.77206,0.8291,0.78187,0.82464,0.77394,0.87192,0.781,0.77366,0.75182,0.81193,0.77029,0.77992,0.76731,0.729,0.7986,0.7079,0.73614,0.78302,0.81455,0.74179,0.7703,0.77641,0.75875,0.79574,0.74476,0.78047,0.77886,0.75183,0.8277,0.73474,0.75476,0.74936,0.75787,0.76471,0.7012,0.77592,0.75018,0.79795,0.82705,0.85824,0.79821,0.77689,0.72708,0.72249,0.72093,0.78953,0.79978,0.76309,0.78292,0.73179,0.7907,0.81046,0.79841,0.76754,0.71844,0.80089,0.76767,0.74215,0.77126,0.75124,0.77499,0.77009,0.7437,0.76118,0.78586,0.77102,0.71074,0.77177,0.75063
cg27547703,0.58634,0.88263,0.5423,0.8776,0.5779,0.8501,0.54034,0.81168,0.76923,0.93012,0.74753,0.91069,0.56648,0.90118,0.48153,0.88781,0.71178,0.88029,0.57444,0.84229,0.43177,0.87057,0.40588,0.8301,0.63086,0.8835,0.50694,0.83991,0.59782,0.89427,0.68013,0.7813,0.63002,0.84432,0.57473,0.90055,0.45552,0.90309,0.46053,0.88531,0.62299,0.91683,0.63672,0.91905,0.56526,0.89193,0.59563,0.85675,0.62254,0.89573,0.51746,0.92001,0.57825,0.84113,0.54896,0.88139,0.57005,0.91694,0.64498,0.88328,0.60416,0.88463,0.8417,0.8013,0.92205,0.75564,0.8325,0.84444,0.92395,0.73562,0.83276,0.7243,0.81158,0.87659,0.74135,0.81324,0.89973,0.93595,0.93883,0.80375,0.82001,0.92303,0.83154,0.88819,0.82306,0.71657,0.88446,0.83876,0.84845,0.94276,0.88102,0.87014,0.88177,0.85562,0.90068,0.92743,0.85174,0.85687,0.86849,0.84731,0.90804,0.90102,0.80723,0.8798,0.79897,0.87276,0.81543,0.90023,0.93687,0.86201,0.8442,0.92362,0.9086,0.84533,0.83786,0.84599,0.8732,0.87747,0.91461,0.87046,0.84922,0.85168,0.89529,0.92464,0.79949,0.84372,0.93344,0.88368,0.89239,0.92291,0.91531,0.85103,0.82208,0.91118,0.87948,0.80453,0.89274,0.85903,0.8306,0.86679,0.90617,0.88881,0.90326,0.71866,0.81045,0.82086,0.86399,0.87807,0.83732,0.83939,0.80731,0.8731,0.83775,0.9141,0.82572,0.8817,0.87254,0.80985,0.78809,0.84788,0.91727,0.82093,0.80296,0.8138,0.89185,0.94459,0.8732,0.81441,0.85267,0.82433,0.88694,0.776,0.82804,0.77675,0.82057,0.82541,0.80241,0.80674,0.93256,0.93183,0.80426,0.84502,0.85024,0.82861,0.80776,0.85826,0.83722,0.82086,0.82686,0.89375
